param,value,unit,lower,upper,city,latitude,longitude
"Meal, Inexpensive Restaurant",15.0,€,10,25,Montegalda,45.4437746,11.6732113
"Meal for 2 People, Mid-range Restaurant, Three-course",50.0,€,30,85,Montegalda,45.4437746,11.6732113
McMeal at McDonalds (or Equivalent Combo Meal),8.0,€,8,9,Montegalda,45.4437746,11.6732113
Domestic Beer (1 pint draught),4.5,€,3,6,Montegalda,45.4437746,11.6732113
Imported Beer (12 oz small bottle),4.0,€,3,5,Montegalda,45.4437746,11.6732113
Cappuccino (regular),1.52,€,1.2,2,Montegalda,45.4437746,11.6732113
Coke/Pepsi (12 oz small bottle),2.1,€,1.5,3.5,Montegalda,45.4437746,11.6732113
Water (12 oz small bottle),1.0,€,1,2,Montegalda,45.4437746,11.6732113
"Milk (regular), (1 gallon)",4.6,€,3.37,6.06,Montegalda,45.4437746,11.6732113
Loaf of Fresh White Bread (1 lb),1.62,€,0.91,2.72,Montegalda,45.4437746,11.6732113
"Rice (white), (1 lb)",0.45,€,0.45,1.45,Montegalda,45.4437746,11.6732113
Eggs (regular) (12),2.86,€,2.16,4,Montegalda,45.4437746,11.6732113
Local Cheese (1 lb),5.39,€,3.63,9.98,Montegalda,45.4437746,11.6732113
Chicken Fillets (1 lb),1.81,€,1.81,6.35,Montegalda,45.4437746,11.6732113
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),6.67,€,4.54,9.07,Montegalda,45.4437746,11.6732113
Apples (1 lb),0.57,€,0.45,1.2,Montegalda,45.4437746,11.6732113
Banana (1 lb),0.85,€,0.45,1.59,Montegalda,45.4437746,11.6732113
Oranges (1 lb),0.45,€,0.45,1.81,Montegalda,45.4437746,11.6732113
Tomato (1 lb),1.18,€,0.45,2.04,Montegalda,45.4437746,11.6732113
Potato (1 lb),0.57,€,0.4,1.13,Montegalda,45.4437746,11.6732113
Onion (1 lb),0.56,€,0.45,0.91,Montegalda,45.4437746,11.6732113
Lettuce (1 head),1.14,€,0.5,1.8,Montegalda,45.4437746,11.6732113
Water (1.5 liter bottle),0.34,€,0.2,0.6,Montegalda,45.4437746,11.6732113
Bottle of Wine (Mid-Range),5.0,€,3,10,Montegalda,45.4437746,11.6732113
Domestic Beer (0.5 liter bottle),0.85,€,0.7,1.52,Montegalda,45.4437746,11.6732113
Imported Beer (12 oz small bottle),1.44,€,0.9,2,Montegalda,45.4437746,11.6732113
Cigarettes 20 Pack (Marlboro),5.4,€,5.4,7,Montegalda,45.4437746,11.6732113
Taxi Start (Normal Tariff),6.0,€,5.6,12,Montegalda,45.4437746,11.6732113
Taxi 1 mile (Normal Tariff),2.82,€,1.82,5.63,Montegalda,45.4437746,11.6732113
Taxi 1hour Waiting (Normal Tariff),26.4,€,26.4,29,Montegalda,45.4437746,11.6732113
Gasoline (1 gallon),7.1,€,6.47,8.3,Montegalda,45.4437746,11.6732113
Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),20000.0,€,"19,000.00","30,000.00",Montegalda,45.4437746,11.6732113
Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),23000.0,€,"22,000.00","35,000.00",Montegalda,45.4437746,11.6732113
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",163.33,€,120,400,Montegalda,45.4437746,11.6732113
Mobile Phone Monthly Plan with Calls and 10GB+ Data,14.99,€,14.99,14.99,Montegalda,45.4437746,11.6732113
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",27.22,€,20,35,Montegalda,45.4437746,11.6732113
"Cinema, International Release, 1 Seat",9.0,€,8,15,Montegalda,45.4437746,11.6732113
"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",468.89,€,230,600,Montegalda,45.4437746,11.6732113
"International Primary School, Yearly for 1 Child",5000.0,€,"5,000.00","5,000.00",Montegalda,45.4437746,11.6732113
1 Pair of Jeans (Levis 501 Or Similar),42.5,€,40,120,Montegalda,45.4437746,11.6732113
"1 Summer Dress in a Chain Store (Zara, H&M, ...)",30.62,€,15,39,Montegalda,45.4437746,11.6732113
1 Pair of Nike Running Shoes (Mid-Range),65.0,€,45,110,Montegalda,45.4437746,11.6732113
1 Pair of Men Leather Business Shoes,90.0,€,80,150,Montegalda,45.4437746,11.6732113
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",2.91,,1.25,4.9,Montegalda,45.4437746,11.6732113
"Meal, Inexpensive Restaurant",18.0,€,,,Montecatini Terme,43.883179,10.7709533
"Meal for 2 People, Mid-range Restaurant, Three-course",33.0,€,,,Montecatini Terme,43.883179,10.7709533
McMeal at McDonalds (or Equivalent Combo Meal),6.0,€,,,Montecatini Terme,43.883179,10.7709533
Domestic Beer (1 pint draught),4.5,€,,,Montecatini Terme,43.883179,10.7709533
Imported Beer (12 oz small bottle),3.5,€,,,Montecatini Terme,43.883179,10.7709533
Cappuccino (regular),1.4,€,,,Montecatini Terme,43.883179,10.7709533
Coke/Pepsi (12 oz small bottle),2.0,€,,,Montecatini Terme,43.883179,10.7709533
Water (12 oz small bottle),1.0,€,,,Montecatini Terme,43.883179,10.7709533
"Milk (regular), (1 gallon)",4.54,€,,,Montecatini Terme,43.883179,10.7709533
"Rice (white), (1 lb)",1.0,€,,,Montecatini Terme,43.883179,10.7709533
Eggs (regular) (12),3.0,€,,,Montecatini Terme,43.883179,10.7709533
Banana (1 lb),1.09,€,,,Montecatini Terme,43.883179,10.7709533
Tomato (1 lb),1.18,€,,,Montecatini Terme,43.883179,10.7709533
Potato (1 lb),0.45,€,,,Montecatini Terme,43.883179,10.7709533
Water (1.5 liter bottle),0.4,€,,,Montecatini Terme,43.883179,10.7709533
Bottle of Wine (Mid-Range),5.0,€,,,Montecatini Terme,43.883179,10.7709533
Domestic Beer (0.5 liter bottle),0.9,€,,,Montecatini Terme,43.883179,10.7709533
Imported Beer (12 oz small bottle),1.3,€,,,Montecatini Terme,43.883179,10.7709533
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",29.0,€,,,Montecatini Terme,43.883179,10.7709533
"Fitness Club, Monthly Fee for 1 Adult",50.0,€,,,Montecatini Terme,43.883179,10.7709533
Price per Square Feet to Buy Apartment in City Centre,139.35,€,,,Montecatini Terme,43.883179,10.7709533
"Meal, Inexpensive Restaurant",12.0,€,12,25,Monte Argentario,42.407352,11.1503838
"Meal for 2 People, Mid-range Restaurant, Three-course",60.0,€,45,100,Monte Argentario,42.407352,11.1503838
McMeal at McDonalds (or Equivalent Combo Meal),8.0,€,7,8,Monte Argentario,42.407352,11.1503838
Domestic Beer (1 pint draught),5.0,€,3.5,6,Monte Argentario,42.407352,11.1503838
Imported Beer (12 oz small bottle),3.0,€,3,5,Monte Argentario,42.407352,11.1503838
Cappuccino (regular),1.4,€,1,1.8,Monte Argentario,42.407352,11.1503838
Coke/Pepsi (12 oz small bottle),2.5,€,2,4,Monte Argentario,42.407352,11.1503838
Water (12 oz small bottle),1.0,€,1,1.5,Monte Argentario,42.407352,11.1503838
"Milk (regular), (1 gallon)",4.86,€,3.41,6.81,Monte Argentario,42.407352,11.1503838
Loaf of Fresh White Bread (1 lb),0.91,€,0.45,1.81,Monte Argentario,42.407352,11.1503838
"Rice (white), (1 lb)",0.68,€,0.45,0.91,Monte Argentario,42.407352,11.1503838
Eggs (regular) (12),3.57,€,1.43,5,Monte Argentario,42.407352,11.1503838
Local Cheese (1 lb),7.37,€,5.44,13.61,Monte Argentario,42.407352,11.1503838
Chicken Fillets (1 lb),4.26,€,3.63,5.44,Monte Argentario,42.407352,11.1503838
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),6.89,€,3.18,13.61,Monte Argentario,42.407352,11.1503838
Apples (1 lb),0.89,€,0.82,0.91,Monte Argentario,42.407352,11.1503838
Banana (1 lb),0.72,€,0.58,1.13,Monte Argentario,42.407352,11.1503838
Oranges (1 lb),0.92,€,0.67,1.13,Monte Argentario,42.407352,11.1503838
Tomato (1 lb),1.08,€,0.86,1.81,Monte Argentario,42.407352,11.1503838
Potato (1 lb),0.73,€,0.41,1.13,Monte Argentario,42.407352,11.1503838
Onion (1 lb),0.86,€,0.45,1.13,Monte Argentario,42.407352,11.1503838
Lettuce (1 head),1.15,€,1,1.5,Monte Argentario,42.407352,11.1503838
Water (1.5 liter bottle),0.33,€,0.25,0.4,Monte Argentario,42.407352,11.1503838
Bottle of Wine (Mid-Range),5.0,€,4,20,Monte Argentario,42.407352,11.1503838
Domestic Beer (0.5 liter bottle),1.38,€,1,2,Monte Argentario,42.407352,11.1503838
Imported Beer (12 oz small bottle),2.56,€,1,4,Monte Argentario,42.407352,11.1503838
Cigarettes 20 Pack (Marlboro),6.0,€,5.5,7,Monte Argentario,42.407352,11.1503838
Taxi Start (Normal Tariff),4.58,€,3.15,8,Monte Argentario,42.407352,11.1503838
Taxi 1 mile (Normal Tariff),3.22,€,1.69,3.22,Monte Argentario,42.407352,11.1503838
Taxi 1hour Waiting (Normal Tariff),24.0,€,24,24,Monte Argentario,42.407352,11.1503838
Gasoline (1 gallon),7.63,€,6.62,8.3,Monte Argentario,42.407352,11.1503838
Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),21000.0,€,"21,000.00","21,000.00",Monte Argentario,42.407352,11.1503838
Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),27000.0,€,"27,000.00","27,000.00",Monte Argentario,42.407352,11.1503838
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",218.12,€,120,340,Monte Argentario,42.407352,11.1503838
Mobile Phone Monthly Plan with Calls and 10GB+ Data,14.99,€,14.99,14.99,Monte Argentario,42.407352,11.1503838
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",26.67,€,23,30,Monte Argentario,42.407352,11.1503838
"Cinema, International Release, 1 Seat",8.0,€,7.5,10,Monte Argentario,42.407352,11.1503838
"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",400.0,€,400,400,Monte Argentario,42.407352,11.1503838
"International Primary School, Yearly for 1 Child",11400.0,€,"7,800.00","15,000.00",Monte Argentario,42.407352,11.1503838
1 Pair of Jeans (Levis 501 Or Similar),78.75,€,30,85,Monte Argentario,42.407352,11.1503838
"1 Summer Dress in a Chain Store (Zara, H&M, ...)",52.5,€,20,90,Monte Argentario,42.407352,11.1503838
1 Pair of Nike Running Shoes (Mid-Range),75.0,€,40,90,Monte Argentario,42.407352,11.1503838
1 Pair of Men Leather Business Shoes,142.5,€,50,200,Monte Argentario,42.407352,11.1503838
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.28,,1.4,4.9,Monte Argentario,42.407352,11.1503838
"Meal, Inexpensive Restaurant",14.0,€,5,22,Montalto Dora,45.490759,7.862818
"Meal for 2 People, Mid-range Restaurant, Three-course",65.0,€,55,80,Montalto Dora,45.490759,7.862818
McMeal at McDonalds (or Equivalent Combo Meal),8.0,€,8,9.5,Montalto Dora,45.490759,7.862818
Domestic Beer (1 pint draught),5.0,€,2,6,Montalto Dora,45.490759,7.862818
Imported Beer (12 oz small bottle),4.0,€,3,5,Montalto Dora,45.490759,7.862818
Cappuccino (regular),1.45,€,1,3,Montalto Dora,45.490759,7.862818
Coke/Pepsi (12 oz small bottle),2.83,€,1,3,Montalto Dora,45.490759,7.862818
Water (12 oz small bottle),1.18,€,1,5,Montalto Dora,45.490759,7.862818
"Milk (regular), (1 gallon)",4.23,€,2.46,5.68,Montalto Dora,45.490759,7.862818
Loaf of Fresh White Bread (1 lb),1.81,€,1.36,2.04,Montalto Dora,45.490759,7.862818
"Rice (white), (1 lb)",0.27,€,0.27,1.36,Montalto Dora,45.490759,7.862818
Eggs (regular) (12),1.8,€,1.8,5,Montalto Dora,45.490759,7.862818
Local Cheese (1 lb),4.76,€,3.17,6.8,Montalto Dora,45.490759,7.862818
Chicken Fillets (1 lb),3.97,€,3.86,6.35,Montalto Dora,45.490759,7.862818
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),5.44,€,5.44,5.9,Montalto Dora,45.490759,7.862818
Apples (1 lb),0.57,€,0.36,0.91,Montalto Dora,45.490759,7.862818
Banana (1 lb),0.5,€,0.45,1.36,Montalto Dora,45.490759,7.862818
Oranges (1 lb),0.68,€,0.68,1.13,Montalto Dora,45.490759,7.862818
Tomato (1 lb),0.91,€,0.82,1.81,Montalto Dora,45.490759,7.862818
Potato (1 lb),0.56,€,0.45,0.66,Montalto Dora,45.490759,7.862818
Onion (1 lb),0.55,€,0.4,0.68,Montalto Dora,45.490759,7.862818
Lettuce (1 head),1.09,€,0.65,2.9,Montalto Dora,45.490759,7.862818
Water (1.5 liter bottle),0.4,€,0.17,1,Montalto Dora,45.490759,7.862818
Bottle of Wine (Mid-Range),3.45,€,3,8,Montalto Dora,45.490759,7.862818
Domestic Beer (0.5 liter bottle),1.17,€,0.95,1.5,Montalto Dora,45.490759,7.862818
Imported Beer (12 oz small bottle),1.85,€,1.5,3,Montalto Dora,45.490759,7.862818
Cigarettes 20 Pack (Marlboro),6.0,€,5.6,6.9,Montalto Dora,45.490759,7.862818
Taxi Start (Normal Tariff),5.0,€,5,5,Montalto Dora,45.490759,7.862818
Taxi 1 mile (Normal Tariff),3.22,€,3.22,3.22,Montalto Dora,45.490759,7.862818
Gasoline (1 gallon),7.46,€,6.62,8.3,Montalto Dora,45.490759,7.862818
Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),24000.0,€,"22,000.00","26,000.00",Montalto Dora,45.490759,7.862818
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",158.19,€,127.5,191.25,Montalto Dora,45.490759,7.862818
Mobile Phone Monthly Plan with Calls and 10GB+ Data,14.99,€,14.99,14.99,Montalto Dora,45.490759,7.862818
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",32.0,€,28,40,Montalto Dora,45.490759,7.862818
"Cinema, International Release, 1 Seat",8.0,€,7,10,Montalto Dora,45.490759,7.862818
"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",425.0,€,350,600,Montalto Dora,45.490759,7.862818
1 Pair of Jeans (Levis 501 Or Similar),25.0,€,25,90,Montalto Dora,45.490759,7.862818
"1 Summer Dress in a Chain Store (Zara, H&M, ...)",15.0,€,15,40,Montalto Dora,45.490759,7.862818
1 Pair of Nike Running Shoes (Mid-Range),90.0,€,60,150,Montalto Dora,45.490759,7.862818
1 Pair of Men Leather Business Shoes,100.0,€,70,180,Montalto Dora,45.490759,7.862818
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",2.95,,1,4.9,Montalto Dora,45.490759,7.862818
"Meal, Inexpensive Restaurant",16.5,€,12,20,Modena,44.5384728,10.935960870530739
"Meal for 2 People, Mid-range Restaurant, Three-course",60.0,€,35,80,Modena,44.5384728,10.935960870530739
McMeal at McDonalds (or Equivalent Combo Meal),9.5,€,8,10,Modena,44.5384728,10.935960870530739
Domestic Beer (1 pint draught),5.0,€,4,6,Modena,44.5384728,10.935960870530739
Imported Beer (12 oz small bottle),4.25,€,4,5,Modena,44.5384728,10.935960870530739
Cappuccino (regular),1.6,€,1.2,2,Modena,44.5384728,10.935960870530739
Coke/Pepsi (12 oz small bottle),2.12,€,2,3,Modena,44.5384728,10.935960870530739
Water (12 oz small bottle),1.24,€,1,1.5,Modena,44.5384728,10.935960870530739
"Milk (regular), (1 gallon)",4.64,€,3.79,5.68,Modena,44.5384728,10.935960870530739
Loaf of Fresh White Bread (1 lb),2.45,€,1.36,2.72,Modena,44.5384728,10.935960870530739
"Rice (white), (1 lb)",1.65,€,0.45,2,Modena,44.5384728,10.935960870530739
Eggs (regular) (12),4.55,€,1.92,6.4,Modena,44.5384728,10.935960870530739
Local Cheese (1 lb),7.14,€,5.9,9.07,Modena,44.5384728,10.935960870530739
Chicken Fillets (1 lb),5.89,€,4.08,7.26,Modena,44.5384728,10.935960870530739
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),9.3,€,6.8,10.89,Modena,44.5384728,10.935960870530739
Apples (1 lb),0.88,€,0.45,1.13,Modena,44.5384728,10.935960870530739
Banana (1 lb),0.65,€,0.45,0.91,Modena,44.5384728,10.935960870530739
Oranges (1 lb),0.98,€,0.45,1.36,Modena,44.5384728,10.935960870530739
Tomato (1 lb),1.27,€,0.36,2.18,Modena,44.5384728,10.935960870530739
Potato (1 lb),0.76,€,0.23,0.91,Modena,44.5384728,10.935960870530739
Onion (1 lb),0.57,€,0.23,0.82,Modena,44.5384728,10.935960870530739
Lettuce (1 head),0.93,€,0.4,1.5,Modena,44.5384728,10.935960870530739
Water (1.5 liter bottle),0.41,€,0.3,0.5,Modena,44.5384728,10.935960870530739
Bottle of Wine (Mid-Range),5.0,€,4,8,Modena,44.5384728,10.935960870530739
Domestic Beer (0.5 liter bottle),1.56,€,0.6,2.5,Modena,44.5384728,10.935960870530739
Imported Beer (12 oz small bottle),1.7,€,0.9,3.8,Modena,44.5384728,10.935960870530739
Cigarettes 20 Pack (Marlboro),5.78,€,5.5,6,Modena,44.5384728,10.935960870530739
One-way Ticket (Local Transport),2.0,€,1.5,2,Modena,44.5384728,10.935960870530739
Monthly Pass (Regular Price),31.0,€,28,45,Modena,44.5384728,10.935960870530739
Taxi Start (Normal Tariff),5.0,€,3.2,5,Modena,44.5384728,10.935960870530739
Taxi 1 mile (Normal Tariff),1.77,€,1.77,2.09,Modena,44.5384728,10.935960870530739
Taxi 1hour Waiting (Normal Tariff),24.0,€,24,28,Modena,44.5384728,10.935960870530739
Gasoline (1 gallon),7.24,€,6.28,8.3,Modena,44.5384728,10.935960870530739
Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),25400.0,€,"20,800.00","30,000.00",Modena,44.5384728,10.935960870530739
Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),24750.0,€,"17,000.00","32,500.00",Modena,44.5384728,10.935960870530739
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",199.79,€,150,350,Modena,44.5384728,10.935960870530739
Mobile Phone Monthly Plan with Calls and 10GB+ Data,14.99,€,9,14.99,Modena,44.5384728,10.935960870530739
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",25.57,€,24,30,Modena,44.5384728,10.935960870530739
"Fitness Club, Monthly Fee for 1 Adult",40.71,€,30,55,Modena,44.5384728,10.935960870530739
Tennis Court Rent (1 Hour on Weekend),15.75,€,12,22,Modena,44.5384728,10.935960870530739
"Cinema, International Release, 1 Seat",9.0,€,8,10,Modena,44.5384728,10.935960870530739
"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",576.67,€,400,730,Modena,44.5384728,10.935960870530739
1 Pair of Jeans (Levis 501 Or Similar),95.0,€,80,110,Modena,44.5384728,10.935960870530739
"1 Summer Dress in a Chain Store (Zara, H&M, ...)",33.33,€,25,40,Modena,44.5384728,10.935960870530739
1 Pair of Nike Running Shoes (Mid-Range),85.0,€,70,100,Modena,44.5384728,10.935960870530739
1 Pair of Men Leather Business Shoes,108.0,€,50,170,Modena,44.5384728,10.935960870530739
Apartment (1 bedroom) in City Centre,670.0,€,600,800,Modena,44.5384728,10.935960870530739
Apartment (1 bedroom) Outside of Centre,543.75,€,500,650,Modena,44.5384728,10.935960870530739
Apartment (3 bedrooms) in City Centre,1078.75,€,900,"1,500.00",Modena,44.5384728,10.935960870530739
Apartment (3 bedrooms) Outside of Centre,937.5,€,750,"1,500.00",Modena,44.5384728,10.935960870530739
Price per Square Feet to Buy Apartment in City Centre,290.32,€,278.71,325.16,Modena,44.5384728,10.935960870530739
Price per Square Feet to Buy Apartment Outside of Centre,216.0,€,167.22,278.71,Modena,44.5384728,10.935960870530739
Average Monthly Net Salary (After Tax),1802.69,€,,,Modena,44.5384728,10.935960870530739
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.23,,2.2,4.9,Modena,44.5384728,10.935960870530739
"Meal, Inexpensive Restaurant",16.0,€,12,20,Mirano,45.4641943,9.1896346
"Meal for 2 People, Mid-range Restaurant, Three-course",60.0,€,50,100,Mirano,45.4641943,9.1896346
McMeal at McDonalds (or Equivalent Combo Meal),8.0,€,7.5,12,Mirano,45.4641943,9.1896346
Domestic Beer (1 pint draught),5.0,€,3,7,Mirano,45.4641943,9.1896346
Imported Beer (12 oz small bottle),3.75,€,3.5,8,Mirano,45.4641943,9.1896346
Cappuccino (regular),1.44,€,1.2,2.2,Mirano,45.4641943,9.1896346
Coke/Pepsi (12 oz small bottle),1.9,€,1,4,Mirano,45.4641943,9.1896346
Water (12 oz small bottle),1.0,€,1,1.56,Mirano,45.4641943,9.1896346
"Milk (regular), (1 gallon)",6.06,€,3.03,6.06,Mirano,45.4641943,9.1896346
Loaf of Fresh White Bread (1 lb),2.39,€,1.59,3.18,Mirano,45.4641943,9.1896346
"Rice (white), (1 lb)",0.79,€,0.68,0.91,Mirano,45.4641943,9.1896346
Eggs (regular) (12),2.9,€,2.5,4,Mirano,45.4641943,9.1896346
Local Cheese (1 lb),5.9,€,4.54,7.67,Mirano,45.4641943,9.1896346
Chicken Fillets (1 lb),3.63,€,3.18,5.44,Mirano,45.4641943,9.1896346
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),7.03,€,5.44,9.07,Mirano,45.4641943,9.1896346
Apples (1 lb),0.68,€,0.45,1.32,Mirano,45.4641943,9.1896346
Banana (1 lb),0.68,€,0.68,0.91,Mirano,45.4641943,9.1896346
Oranges (1 lb),0.68,€,0.68,0.91,Mirano,45.4641943,9.1896346
Tomato (1 lb),1.59,€,0.91,2.27,Mirano,45.4641943,9.1896346
Potato (1 lb),0.48,€,0.29,0.68,Mirano,45.4641943,9.1896346
Onion (1 lb),0.68,€,0.45,1.13,Mirano,45.4641943,9.1896346
Lettuce (1 head),0.8,€,0.8,1,Mirano,45.4641943,9.1896346
Water (1.5 liter bottle),0.35,€,0.15,0.4,Mirano,45.4641943,9.1896346
Bottle of Wine (Mid-Range),4.0,€,4,10,Mirano,45.4641943,9.1896346
Domestic Beer (0.5 liter bottle),1.2,€,1.2,2,Mirano,45.4641943,9.1896346
Imported Beer (12 oz small bottle),1.1,€,0.7,2,Mirano,45.4641943,9.1896346
Cigarettes 20 Pack (Marlboro),5.7,€,5,6,Mirano,45.4641943,9.1896346
One-way Ticket (Local Transport),1.6,€,,,Mirano,45.4641943,9.1896346
Monthly Pass (Regular Price),45.0,€,,,Mirano,45.4641943,9.1896346
Taxi Start (Normal Tariff),3.2,€,3.2,8,Mirano,45.4641943,9.1896346
